sale_id,customer_id,company_name,store_id,store_name,state,city,product_id,product_name,date,payment_method,amount_brl,pos_terminal,status
SLS-10896,CUST034,Rede Pires Comercial,STR-026,Filial Shopping Caruaru,PE,Caruaru,PROD-ANALYTICS,VendeFácil Analytics,2026-01-05 04:56:05,PIX,649.87,Caixa 01,Aprovada
SLS-10897,CUST1162,Empório Monteiro Eireli,STR-035,Filial Zona Sul Juazeiro do Norte,CE,Juazeiro do Norte,PROD-PDV,VendeFácil PDV,2025-01-06 12:20:28,Boleto Bancário,606.93,Caixa 03,Aprovada
SLS-10898,CUST008,Auto Peças Central,STR-004,Matriz Ribeirão Preto,SP,Ribeirão Preto,PROD-ANALYTICS,VendeFácil Analytics,2025-05-05 04:58:19,Cartão de Débito,918.72,Caixa 010,Aprovada
SLS-10899,CUST001,Supermercado Boa Compra,STR-002,Filial Savassi,MG,Belo Horizonte,PROD-ANALYTICS,VendeFácil Analytics,2025-04-21 22:24:13,Boleto Bancário,312.63,Caixa 01,Estornada
SLS-10900,CUST1629,Mundo da Vieira Comercial,STR-029,Matriz Águas Claras,DF,Águas Claras,PROD-ESTOQUE,VendeFácil Estoque,2025-02-17 03:58:27,Cartão de Crédito,1295.4,Caixa 04,Cancelada
SLS-10901,CUST005,Materiais de Construção Silva,STR-003,Matriz Juiz de Fora,MG,Juiz de Fora,PROD-PAY,VendeFácil Pay,2025-08-30 02:45:05,Boleto Bancário,1596.93,Caixa 02,Aprovada
SLS-10902,CUST001,Supermercado Boa Compra,STR-002,Filial Savassi,MG,Belo Horizonte,PROD-LOJA,VendeFácil Loja,2025-06-11 10:10:12,Boleto Bancário,1269.51,Caixa 04,Aprovada
SLS-10903,CUST065,Centro de da Rocha Ltda,STR-037,Express Rio Verde,GO,Rio Verde,PROD-PAY,VendeFácil Pay,2026-02-18 02:29:25,Boleto Bancário,2606.02,Caixa 04,Aprovada
SLS-10904,CUST1887,Mercado Aparecida Ltda,STR-020,Filial Bairro Serra,ES,Serra,PROD-ANALYTICS,VendeFácil Analytics,2025-01-28 05:16:06,Cartão de Crédito,781.7,Caixa 02,Aprovada
SLS-10905,CUST1903,Comércio de Ferreira Ltda,STR-012,Filial Shopping Caucaia,CE,Caucaia,PROD-ESTOQUE,VendeFácil Estoque,2025-02-17 23:35:27,Boleto Bancário,512.94,Caixa 03,Aprovada
SLS-10906,CUST024,Casa do Sá Ltda,STR-014,Filial Shopping Rio Verde,GO,Rio Verde,PROD-PAY,VendeFácil Pay,2025-05-19 02:59:44,Cartão de Crédito,2963.96,Caixa 01,Cancelada
SLS-10907,CUST714,Rede Borges Ltda,STR-018,Filial Zona Sul Porto Alegre,RS,Porto Alegre,PROD-ANALYTICS,VendeFácil Analytics,2026-02-13 17:16:28,Cartão de Crédito,513.08,Caixa 01,Aprovada
SLS-10908,CUST1611,Comércio de Fogaça S.A.,STR-044,Filial Zona Sul Caucaia,CE,Caucaia,PROD-ANALYTICS,VendeFácil Analytics,2025-11-25 22:46:26,Cartão de Débito,471.06,Caixa 02,Aprovada
SLS-10909,CUST1187,Mercado Almeida S.A.,STR-031,Filial Centro Vila Velha,ES,Vila Velha,PROD-PDV,VendeFácil PDV,2025-11-30 16:57:09,Dinheiro,791.9,Caixa 01,Estornada
SLS-10910,CUST1610,Comércio de da Rocha Ltda,STR-009,Express Jaboatão dos Guararapes,PE,Jaboatão dos Guararapes,PROD-LOJA,VendeFácil Loja,2025-12-21 13:04:26,Dinheiro,989.46,Caixa 01,Aprovada
SLS-10911,CUST005,Materiais de Construção Silva,STR-003,Matriz Juiz de Fora,MG,Juiz de Fora,PROD-PDV,VendeFácil PDV,2025-02-24 20:56:02,PIX,522.62,Caixa 05,Cancelada
SLS-10912,CUST1867,Lojas Teixeira Ltda,STR-006,Matriz Caxias do Sul,RS,Caxias do Sul,PROD-ANALYTICS,VendeFácil Analytics,2025-10-04 14:43:52,Cartão de Débito,762.75,Caixa 04,Aprovada
SLS-10913,CUST1187,Mercado Almeida S.A.,STR-031,Filial Centro Vila Velha,ES,Vila Velha,PROD-ANALYTICS,VendeFácil Analytics,2026-02-10 18:42:11,Boleto Bancário,338.83,Caixa 02,Aprovada
SLS-10914,CUST008,Auto Peças Central,STR-004,Matriz Ribeirão Preto,SP,Ribeirão Preto,PROD-PDV,VendeFácil PDV,2025-09-14 19:08:00,Cartão de Débito,518.46,Caixa 05,Aprovada
SLS-10915,CUST1398,Centro de Andrade Ltda,STR-033,Filial Zona Sul Curitiba,PR,Curitiba,PROD-ESTOQUE,VendeFácil Estoque,2025-08-13 23:56:00,Dinheiro,1944.87,Caixa 03,Aprovada
SLS-10916,CUST065,Centro de da Rocha Ltda,STR-037,Express Rio Verde,GO,Rio Verde,PROD-ANALYTICS,VendeFácil Analytics,2025-05-30 22:33:46,Dinheiro,341.44,Caixa 04,Aprovada
SLS-10917,CUST005,Materiais de Construção Silva,STR-003,Matriz Juiz de Fora,MG,Juiz de Fora,PROD-ANALYTICS,VendeFácil Analytics,2025-10-20 19:15:48,Cartão de Crédito,525.13,Caixa 06,Estornada
SLS-10918,CUST1610,Comércio de da Rocha Ltda,STR-009,Express Jaboatão dos Guararapes,PE,Jaboatão dos Guararapes,PROD-ESTOQUE,VendeFácil Estoque,2026-02-07 11:52:14,Cartão de Crédito,905.12,Caixa 01,Cancelada
SLS-10919,CUST1612,Comércio de Garcia Me,STR-028,Filial Centro Uberaba,MG,Uberaba,PROD-ANALYTICS,VendeFácil Analytics,2025-01-21 18:21:22,Cartão de Crédito,332.09,Caixa 04,Aprovada
SLS-10920,CUST714,Rede Borges Ltda,STR-018,Filial Zona Sul Porto Alegre,RS,Porto Alegre,PROD-ESTOQUE,VendeFácil Estoque,2025-03-17 00:21:15,Cartão de Crédito,588.22,Caixa 01,Aprovada
SLS-10921,CUST1220,Atacado Gonçalves Eireli,STR-048,Matriz Caucaia,CE,Caucaia,PROD-ANALYTICS,VendeFácil Analytics,2025-12-18 05:24:09,PIX,501.5,Caixa 03,Aprovada
SLS-10922,CUST024,Casa do Sá Ltda,STR-014,Filial Shopping Rio Verde,GO,Rio Verde,PROD-ESTOQUE,VendeFácil Estoque,2025-01-02 02:13:10,PIX,517.08,Caixa 01,Aprovada
SLS-10923,CUST475,Centro de Aragão Ltda,STR-019,Matriz Serra,ES,Serra,PROD-ANALYTICS,VendeFácil Analytics,2025-08-21 08:42:41,Dinheiro,327.86,Caixa 01,Aprovada
SLS-10924,CUST1689,Comércio de Ribeiro Comercial,STR-034,Filial Zona Sul Caucaia,CE,Caucaia,PROD-PAY,VendeFácil Pay,2026-01-29 20:41:05,PIX,481.53,Caixa 01,Aprovada
SLS-10925,CUST001,Supermercado Boa Compra,STR-001,Filial Matriz - Centro BH,MG,Belo Horizonte,PROD-PAY,VendeFácil Pay,2025-02-17 13:59:54,Dinheiro,2363.85,Caixa 03,Aprovada
SLS-10926,CUST1610,Comércio de da Rocha Ltda,STR-009,Express Jaboatão dos Guararapes,PE,Jaboatão dos Guararapes,PROD-ANALYTICS,VendeFácil Analytics,2025-04-14 16:37:46,Dinheiro,721.28,Caixa 01,Estornada
SLS-10927,CUST210,Lojas Cunha Eireli,STR-046,Filial Zona Sul Niterói,RJ,Niterói,PROD-PDV,VendeFácil PDV,2025-07-18 00:19:27,Dinheiro,779.38,Caixa 02,Aprovada
SLS-10928,CUST1162,Empório Monteiro Eireli,STR-035,Filial Zona Sul Juazeiro do Norte,CE,Juazeiro do Norte,PROD-PDV,VendeFácil PDV,2025-10-08 15:28:59,Boleto Bancário,889.99,Caixa 04,Aprovada
SLS-10929,CUST005,Materiais de Construção Silva,STR-003,Matriz Juiz de Fora,MG,Juiz de Fora,PROD-PDV,VendeFácil PDV,2025-11-02 21:27:45,Dinheiro,499.76,Caixa 02,Aprovada
SLS-10930,CUST1612,Comércio de Garcia Me,STR-028,Filial Centro Uberaba,MG,Uberaba,PROD-PDV,VendeFácil PDV,2026-01-06 08:53:43,Boleto Bancário,394.54,Caixa 01,Cancelada
SLS-10931,CUST1867,Lojas Teixeira Ltda,STR-006,Matriz Caxias do Sul,RS,Caxias do Sul,PROD-PDV,VendeFácil PDV,2025-12-06 21:59:44,Dinheiro,698.71,Caixa 03,Aprovada
SLS-10932,CUST1398,Centro de Andrade Ltda,STR-033,Filial Zona Sul Curitiba,PR,Curitiba,PROD-PAY,VendeFácil Pay,2026-02-17 11:15:07,Cartão de Crédito,3018.88,Caixa 01,Estornada
SLS-10933,CUST835,Empório Marques Me,STR-017,Filial Centro Santos,SP,Santos,PROD-PDV,VendeFácil PDV,2025-02-05 13:13:01,Cartão de Crédito,524.93,Caixa 02,Aprovada
SLS-10934,CUST1410,Empório Campos Ltda,STR-027,Filial Centro Porto Alegre,RS,Porto Alegre,PROD-PDV,VendeFácil PDV,2025-08-17 11:42:39,Boleto Bancário,859.46,Caixa 03,Cancelada
SLS-10935,CUST835,Empório Marques Me,STR-017,Filial Centro Santos,SP,Santos,PROD-PAY,VendeFácil Pay,2025-12-27 09:57:06,Boleto Bancário,1407.19,Caixa 02,Estornada
SLS-10936,CUST008,Auto Peças Central,STR-004,Matriz Ribeirão Preto,SP,Ribeirão Preto,PROD-PDV,VendeFácil PDV,2025-10-09 05:01:21,Cartão de Débito,825.87,Caixa 01,Aprovada
SLS-10937,CUST210,Lojas Cunha Eireli,STR-046,Filial Zona Sul Niterói,RJ,Niterói,PROD-PAY,VendeFácil Pay,2025-02-16 18:27:32,Cartão de Crédito,2863.54,Caixa 03,Aprovada
SLS-10938,CUST1398,Centro de Andrade Ltda,STR-033,Filial Zona Sul Curitiba,PR,Curitiba,PROD-PAY,VendeFácil Pay,2026-01-28 10:31:17,PIX,564.89,Caixa 02,Aprovada
SLS-10939,CUST005,Materiais de Construção Silva,STR-003,Matriz Juiz de Fora,MG,Juiz de Fora,PROD-LOJA,VendeFácil Loja,2025-09-14 02:32:58,Boleto Bancário,680.91,Caixa 03,Aprovada
SLS-10940,CUST365,Rede Casa Grande Comercial,STR-030,Filial Shopping Aparecida de Goiânia,GO,Aparecida de Goiânia,PROD-LOJA,VendeFácil Loja,2025-11-23 07:00:51,Boleto Bancário,735.85,Caixa 02,Aprovada
SLS-10941,CUST365,Rede Casa Grande Comercial,STR-030,Filial Shopping Aparecida de Goiânia,GO,Aparecida de Goiânia,PROD-PDV,VendeFácil PDV,2025-05-31 03:10:28,Cartão de Crédito,684.67,Caixa 02,Cancelada
SLS-10942,CUST1490,Mundo da da Mota Me,STR-045,Filial Shopping Vila Velha,ES,Vila Velha,PROD-PDV,VendeFácil PDV,2025-10-09 04:13:49,Boleto Bancário,856.66,Caixa 01,Estornada
SLS-10943,CUST140,Atacado da Rocha Ltda,STR-021,Express Salvador,BA,Salvador,PROD-PAY,VendeFácil Pay,2025-01-10 10:26:39,Boleto Bancário,460.98,Caixa 01,Aprovada
SLS-10944,CUST365,Rede Casa Grande Comercial,STR-030,Filial Shopping Aparecida de Goiânia,GO,Aparecida de Goiânia,PROD-ESTOQUE,VendeFácil Estoque,2025-04-23 02:00:58,Cartão de Débito,1125.44,Caixa 01,Aprovada
SLS-10945,CUST1867,Lojas Teixeira Ltda,STR-006,Matriz Caxias do Sul,RS,Caxias do Sul,PROD-PAY,VendeFácil Pay,2025-05-05 19:01:08,Cartão de Crédito,1485.68,Caixa 01,Aprovada
SLS-10946,CUST1427,Lojas Vieira Comercial,STR-047,Matriz Vitória da Conquista,BA,Vitória da Conquista,PROD-ESTOQUE,VendeFácil Estoque,2025-04-13 04:37:46,Dinheiro,1585.16,Caixa 03,Aprovada
SLS-10947,CUST1875,Empório da Cunha Eireli,STR-005,Filial Shopping Rio de Janeiro,RJ,Rio de Janeiro,PROD-PDV,VendeFácil PDV,2025-03-06 01:04:08,Cartão de Débito,861.11,Caixa 03,Aprovada
SLS-10948,CUST001,Supermercado Boa Compra,STR-001,Filial Matriz - Centro BH,MG,Belo Horizonte,PROD-ANALYTICS,VendeFácil Analytics,2025-08-11 11:50:11,Cartão de Crédito,919.0,Caixa 05,Aprovada
SLS-10949,CUST625,Comércio de Macedo Eireli,STR-025,Matriz Chapecó,SC,Chapecó,PROD-PDV,VendeFácil PDV,2025-06-06 23:51:04,Cartão de Crédito,832.67,Caixa 01,Aprovada
SLS-10950,CUST391,Distribuidora Oliveira Eireli,STR-015,Filial Bairro Anápolis,GO,Anápolis,PROD-LOJA,VendeFácil Loja,2025-07-16 00:54:56,PIX,1080.46,Caixa 01,Aprovada
SLS-10951,CUST001,Supermercado Boa Compra,STR-001,Filial Matriz - Centro BH,MG,Belo Horizonte,PROD-ANALYTICS,VendeFácil Analytics,2026-01-04 22:47:20,Cartão de Crédito,924.83,Caixa 05,Aprovada
SLS-10952,CUST108,Lojas Abreu Ltda,STR-010,Matriz São Paulo,SP,São Paulo,PROD-ESTOQUE,VendeFácil Estoque,2025-06-29 20:19:41,Boleto Bancário,613.78,Caixa 02,Cancelada
SLS-10953,CUST1247,Centro de Aparecida Eireli,STR-011,Filial Shopping Brasília,DF,Brasília,PROD-LOJA,VendeFácil Loja,2026-01-23 03:41:51,Cartão de Crédito,1306.92,Caixa 03,Aprovada
SLS-10954,CUST034,Rede Pires Comercial,STR-026,Filial Shopping Caruaru,PE,Caruaru,PROD-PDV,VendeFácil PDV,2025-09-18 14:16:18,Boleto Bancário,729.94,Caixa 01,Aprovada
SLS-10955,CUST1490,Mundo da da Mota Me,STR-045,Filial Shopping Vila Velha,ES,Vila Velha,PROD-ANALYTICS,VendeFácil Analytics,2025-03-20 04:44:02,Cartão de Débito,938.5,Caixa 02,Aprovada
SLS-10956,CUST1162,Empório Monteiro Eireli,STR-035,Filial Zona Sul Juazeiro do Norte,CE,Juazeiro do Norte,PROD-PAY,VendeFácil Pay,2025-05-19 22:42:09,Cartão de Débito,1530.45,Caixa 01,Estornada
SLS-10957,CUST1247,Centro de Aparecida Eireli,STR-011,Filial Shopping Brasília,DF,Brasília,PROD-PDV,VendeFácil PDV,2025-11-24 07:33:42,Cartão de Débito,358.12,Caixa 02,Aprovada
SLS-10958,CUST1398,Centro de Andrade Ltda,STR-033,Filial Zona Sul Curitiba,PR,Curitiba,PROD-PAY,VendeFácil Pay,2025-10-17 17:35:56,Cartão de Débito,3021.19,Caixa 01,Aprovada
SLS-10959,CUST140,Atacado da Rocha Ltda,STR-021,Express Salvador,BA,Salvador,PROD-LOJA,VendeFácil Loja,2026-02-20 07:37:36,Cartão de Débito,449.55,Caixa 012,Aprovada
SLS-10960,CUST1220,Atacado Gonçalves Eireli,STR-048,Matriz Caucaia,CE,Caucaia,PROD-ANALYTICS,VendeFácil Analytics,2025-10-08 05:32:50,PIX,355.57,Caixa 03,Estornada
SLS-10961,CUST1612,Comércio de Garcia Me,STR-028,Filial Centro Uberaba,MG,Uberaba,PROD-LOJA,VendeFácil Loja,2025-11-06 12:58:18,Cartão de Crédito,786.18,Caixa 02,Aprovada
SLS-10962,CUST034,Rede Pires Comercial,STR-026,Filial Shopping Caruaru,PE,Caruaru,PROD-LOJA,VendeFácil Loja,2026-02-15 10:18:20,PIX,1240.72,Caixa 01,Estornada
SLS-10963,CUST210,Lojas Cunha Eireli,STR-046,Filial Zona Sul Niterói,RJ,Niterói,PROD-ANALYTICS,VendeFácil Analytics,2026-02-01 07:07:13,Dinheiro,635.3,Caixa 03,Aprovada
SLS-10964,CUST365,Rede Casa Grande Comercial,STR-030,Filial Shopping Aparecida de Goiânia,GO,Aparecida de Goiânia,PROD-PDV,VendeFácil PDV,2025-12-09 15:37:14,Cartão de Crédito,515.63,Caixa 03,Estornada
SLS-10965,CUST009,Empório Gourmet Mineiro,STR-038,Express Ouro Preto,MG,Ouro Preto,PROD-LOJA,VendeFácil Loja,2025-09-14 18:18:08,Cartão de Crédito,1193.66,Caixa 01,Cancelada
SLS-10966,CUST1410,Empório Campos Ltda,STR-027,Filial Centro Porto Alegre,RS,Porto Alegre,PROD-PDV,VendeFácil PDV,2025-07-27 14:45:04,Cartão de Débito,817.73,Caixa 01,Aprovada
SLS-10967,CUST1037,Casa do Sampaio S.A.,STR-007,Express Cascavel,PR,Cascavel,PROD-PDV,VendeFácil PDV,2025-01-23 06:37:01,PIX,436.94,Caixa 06,Aprovada
SLS-10968,CUST102,Rede Cardoso Me,STR-013,Filial Centro Uberlândia,MG,Uberlândia,PROD-LOJA,VendeFácil Loja,2025-02-12 06:47:23,Cartão de Crédito,1348.14,Caixa 01,Estornada
SLS-10969,CUST034,Rede Pires Comercial,STR-026,Filial Shopping Caruaru,PE,Caruaru,PROD-LOJA,VendeFácil Loja,2025-11-09 19:13:11,Boleto Bancário,394.65,Caixa 01,Aprovada
SLS-10970,CUST108,Lojas Abreu Ltda,STR-010,Matriz São Paulo,SP,São Paulo,PROD-PAY,VendeFácil Pay,2025-07-17 01:55:29,PIX,723.85,Caixa 01,Estornada
SLS-10971,CUST102,Rede Cardoso Me,STR-013,Filial Centro Uberlândia,MG,Uberlândia,PROD-PAY,VendeFácil Pay,2025-08-17 20:03:09,Dinheiro,1976.23,Caixa 01,Aprovada
SLS-10972,CUST1867,Lojas Teixeira Ltda,STR-006,Matriz Caxias do Sul,RS,Caxias do Sul,PROD-LOJA,VendeFácil Loja,2025-01-17 00:28:50,Cartão de Crédito,720.57,Caixa 04,Aprovada
SLS-10973,CUST1271,Mundo da da Cruz Ltda,STR-016,Filial Zona Sul Olinda,PE,Olinda,PROD-ANALYTICS,VendeFácil Analytics,2026-01-18 03:36:03,Dinheiro,825.84,Caixa 04,Aprovada
SLS-10974,CUST401,Comércio de Costela Eireli,STR-050,Express Contagem,MG,Contagem,PROD-PDV,VendeFácil PDV,2025-11-19 14:07:29,Cartão de Crédito,760.7,Caixa 02,Estornada
SLS-10975,CUST210,Lojas Cunha Eireli,STR-046,Filial Zona Sul Niterói,RJ,Niterói,PROD-PDV,VendeFácil PDV,2026-01-05 18:28:16,Cartão de Débito,403.2,Caixa 03,Aprovada
SLS-10976,CUST1015,Distribuidora Montenegro Me,STR-041,Filial Centro Rio de Janeiro,RJ,Rio de Janeiro,PROD-PAY,VendeFácil Pay,2025-06-18 13:16:36,PIX,1993.49,Caixa 02,Aprovada
SLS-10977,CUST1629,Mundo da Vieira Comercial,STR-029,Matriz Águas Claras,DF,Águas Claras,PROD-ESTOQUE,VendeFácil Estoque,2025-06-22 19:18:02,Cartão de Crédito,1542.19,Caixa 01,Aprovada
SLS-10978,CUST1247,Centro de Aparecida Eireli,STR-011,Filial Shopping Brasília,DF,Brasília,PROD-PAY,VendeFácil Pay,2025-12-13 16:09:08,Dinheiro,2339.14,Caixa 02,Aprovada
SLS-10979,CUST401,Comércio de Costela Eireli,STR-050,Express Contagem,MG,Contagem,PROD-PAY,VendeFácil Pay,2026-01-25 02:02:51,Cartão de Crédito,1514.49,Caixa 02,Aprovada
SLS-10980,CUST1612,Comércio de Garcia Me,STR-028,Filial Centro Uberaba,MG,Uberaba,PROD-PAY,VendeFácil Pay,2025-12-20 18:38:26,PIX,2442.01,Caixa 04,Aprovada
SLS-10981,CUST1610,Comércio de da Rocha Ltda,STR-009,Express Jaboatão dos Guararapes,PE,Jaboatão dos Guararapes,PROD-ESTOQUE,VendeFácil Estoque,2025-12-13 21:41:22,Dinheiro,1434.28,Caixa 01,Aprovada
SLS-10982,CUST1187,Mercado Almeida S.A.,STR-031,Filial Centro Vila Velha,ES,Vila Velha,PROD-PDV,VendeFácil PDV,2025-10-02 07:12:27,Boleto Bancário,532.98,Caixa 01,Aprovada
SLS-10983,CUST1629,Mundo da Vieira Comercial,STR-029,Matriz Águas Claras,DF,Águas Claras,PROD-ANALYTICS,VendeFácil Analytics,2025-10-14 03:51:39,PIX,377.44,Caixa 03,Cancelada
SLS-10984,CUST001,Supermercado Boa Compra,STR-001,Filial Matriz - Centro BH,MG,Belo Horizonte,PROD-PAY,VendeFácil Pay,2025-07-07 12:48:43,Boleto Bancário,2704.05,Caixa 01,Aprovada
SLS-10985,CUST1247,Centro de Aparecida Eireli,STR-011,Filial Shopping Brasília,DF,Brasília,PROD-LOJA,VendeFácil Loja,2025-12-09 10:40:25,Cartão de Crédito,1276.23,Caixa 01,Aprovada
SLS-10986,CUST034,Rede Pires Comercial,STR-026,Filial Shopping Caruaru,PE,Caruaru,PROD-ESTOQUE,VendeFácil Estoque,2025-03-25 04:25:30,Boleto Bancário,1361.77,Caixa 01,Cancelada
SLS-10987,CUST224,Empório Moraes Ltda,STR-043,Filial Bairro Rio Verde,GO,Rio Verde,PROD-ANALYTICS,VendeFácil Analytics,2025-10-10 12:49:51,Boleto Bancário,431.71,Caixa 06,Aprovada
SLS-10988,CUST001,Supermercado Boa Compra,STR-002,Filial Savassi,MG,Belo Horizonte,PROD-ANALYTICS,VendeFácil Analytics,2025-12-16 12:58:48,PIX,555.85,Caixa 01,Aprovada
SLS-10989,CUST065,Centro de da Rocha Ltda,STR-037,Express Rio Verde,GO,Rio Verde,PROD-LOJA,VendeFácil Loja,2025-12-23 05:10:17,PIX,747.26,Caixa 06,Aprovada
SLS-10990,CUST1410,Empório Campos Ltda,STR-027,Filial Centro Porto Alegre,RS,Porto Alegre,PROD-LOJA,VendeFácil Loja,2025-03-16 14:08:27,PIX,394.9,Caixa 01,Aprovada
SLS-10991,CUST102,Rede Cardoso Me,STR-013,Filial Centro Uberlândia,MG,Uberlândia,PROD-PDV,VendeFácil PDV,2025-11-29 19:01:48,Cartão de Débito,832.11,Caixa 01,Aprovada
SLS-10992,CUST024,Casa do Sá Ltda,STR-014,Filial Shopping Rio Verde,GO,Rio Verde,PROD-PDV,VendeFácil PDV,2025-11-14 19:35:42,Cartão de Crédito,662.06,Caixa 01,Cancelada
SLS-10993,CUST475,Centro de Aragão Ltda,STR-019,Matriz Serra,ES,Serra,PROD-PDV,VendeFácil PDV,2025-04-23 00:51:31,PIX,512.77,Caixa 01,Estornada
SLS-10994,CUST1612,Comércio de Garcia Me,STR-028,Filial Centro Uberaba,MG,Uberaba,PROD-PDV,VendeFácil PDV,2025-01-08 11:31:10,Cartão de Crédito,375.3,Caixa 01,Aprovada
SLS-10995,CUST1875,Empório da Cunha Eireli,STR-005,Filial Shopping Rio de Janeiro,RJ,Rio de Janeiro,PROD-ANALYTICS,VendeFácil Analytics,2026-01-04 13:16:45,Dinheiro,942.41,Caixa 03,Aprovada
SLS-10996,CUST034,Rede Pires Comercial,STR-026,Filial Shopping Caruaru,PE,Caruaru,PROD-ESTOQUE,VendeFácil Estoque,2025-04-29 22:22:19,Cartão de Débito,836.68,Caixa 01,Aprovada
SLS-10997,CUST001,Supermercado Boa Compra,STR-001,Filial Matriz - Centro BH,MG,Belo Horizonte,PROD-PDV,VendeFácil PDV,2025-03-02 10:03:13,Boleto Bancário,577.13,Caixa 03,Aprovada
SLS-10998,CUST1398,Centro de Andrade Ltda,STR-033,Filial Zona Sul Curitiba,PR,Curitiba,PROD-PAY,VendeFácil Pay,2026-02-08 15:27:18,PIX,1073.77,Caixa 01,Cancelada
SLS-10999,CUST552,Distribuidora Cavalcante Eireli,STR-022,Filial Bairro Jaboatão dos Guararapes,PE,Jaboatão dos Guararapes,PROD-PDV,VendeFácil PDV,2025-03-12 19:52:46,PIX,839.15,Caixa 02,Aprovada
SLS-11000,CUST1037,Casa do Sampaio S.A.,STR-007,Express Cascavel,PR,Cascavel,PROD-ESTOQUE,VendeFácil Estoque,2025-10-31 13:32:53,Dinheiro,1231.65,Caixa 02,Aprovada
SLS-11001,CUST1499,Distribuidora Costa Me,STR-024,Filial Centro Sorocaba,SP,Sorocaba,PROD-ESTOQUE,VendeFácil Estoque,2025-07-12 23:16:59,PIX,1626.02,Caixa 08,Aprovada
SLS-11002,CUST391,Distribuidora Oliveira Eireli,STR-015,Filial Bairro Anápolis,GO,Anápolis,PROD-ANALYTICS,VendeFácil Analytics,2025-01-10 05:35:20,Cartão de Débito,800.74,Caixa 01,Estornada
SLS-11003,CUST1499,Distribuidora Costa Me,STR-024,Filial Centro Sorocaba,SP,Sorocaba,PROD-LOJA,VendeFácil Loja,2025-08-05 16:50:30,Boleto Bancário,546.89,Caixa 06,Aprovada
SLS-11004,CUST1629,Mundo da Vieira Comercial,STR-029,Matriz Águas Claras,DF,Águas Claras,PROD-PDV,VendeFácil PDV,2025-08-24 07:24:42,PIX,796.53,Caixa 04,Aprovada
SLS-11005,CUST1499,Distribuidora Costa Me,STR-024,Filial Centro Sorocaba,SP,Sorocaba,PROD-LOJA,VendeFácil Loja,2026-01-22 23:45:03,Boleto Bancário,980.03,Caixa 04,Aprovada
SLS-11006,CUST224,Empório Moraes Ltda,STR-043,Filial Bairro Rio Verde,GO,Rio Verde,PROD-PDV,VendeFácil PDV,2025-04-21 03:33:26,Boleto Bancário,521.75,Caixa 02,Cancelada
SLS-11007,CUST001,Supermercado Boa Compra,STR-002,Filial Savassi,MG,Belo Horizonte,PROD-ESTOQUE,VendeFácil Estoque,2025-08-15 10:47:43,PIX,1742.4,Caixa 05,Aprovada
SLS-11008,CUST210,Lojas Cunha Eireli,STR-046,Filial Zona Sul Niterói,RJ,Niterói,PROD-ESTOQUE,VendeFácil Estoque,2025-07-16 01:48:48,Cartão de Crédito,1328.31,Caixa 02,Aprovada
SLS-11009,CUST401,Comércio de Costela Eireli,STR-050,Express Contagem,MG,Contagem,PROD-ANALYTICS,VendeFácil Analytics,2025-12-17 19:13:36,Boleto Bancário,936.89,Caixa 02,Aprovada
SLS-11010,CUST1637,Atacado Mendonça S.A.,STR-036,Matriz Contagem,MG,Contagem,PROD-LOJA,VendeFácil Loja,2025-01-24 16:20:11,Boleto Bancário,865.76,Caixa 02,Aprovada
SLS-11011,CUST1629,Mundo da Vieira Comercial,STR-029,Matriz Águas Claras,DF,Águas Claras,PROD-ANALYTICS,VendeFácil Analytics,2025-12-16 07:31:55,Cartão de Crédito,584.76,Caixa 01,Estornada
SLS-11012,CUST024,Casa do Sá Ltda,STR-014,Filial Shopping Rio Verde,GO,Rio Verde,PROD-LOJA,VendeFácil Loja,2025-04-17 19:58:11,Boleto Bancário,918.24,Caixa 01,Aprovada
SLS-11013,CUST717,Rede da Mota S.A.,STR-039,Filial Shopping Cariacica,ES,Cariacica,PROD-ESTOQUE,VendeFácil Estoque,2025-09-28 15:42:03,Dinheiro,1735.48,Caixa 01,Aprovada
SLS-11014,CUST224,Empório Moraes Ltda,STR-043,Filial Bairro Rio Verde,GO,Rio Verde,PROD-PDV,VendeFácil PDV,2026-02-13 09:35:04,Dinheiro,846.0,Caixa 05,Aprovada
SLS-11015,CUST009,Empório Gourmet Mineiro,STR-038,Express Ouro Preto,MG,Ouro Preto,PROD-ESTOQUE,VendeFácil Estoque,2025-04-01 02:05:41,Cartão de Débito,1652.46,Caixa 01,Aprovada
SLS-11016,CUST001,Supermercado Boa Compra,STR-001,Filial Matriz - Centro BH,MG,Belo Horizonte,PROD-PDV,VendeFácil PDV,2025-12-18 19:06:30,Dinheiro,766.88,Caixa 08,Aprovada
SLS-11017,CUST065,Centro de da Rocha Ltda,STR-037,Express Rio Verde,GO,Rio Verde,PROD-PDV,VendeFácil PDV,2025-06-17 21:42:22,Boleto Bancário,581.69,Caixa 03,Aprovada
SLS-11018,CUST140,Atacado da Rocha Ltda,STR-021,Express Salvador,BA,Salvador,PROD-LOJA,VendeFácil Loja,2025-07-30 16:23:32,PIX,1207.79,Caixa 09,Cancelada
SLS-11019,CUST365,Rede Casa Grande Comercial,STR-030,Filial Shopping Aparecida de Goiânia,GO,Aparecida de Goiânia,PROD-LOJA,VendeFácil Loja,2025-06-26 09:16:22,Cartão de Crédito,874.33,Caixa 01,Cancelada
