customer_id,company_name,cnpj,state,city,segment,plan,main_product,mrr,status,contact_email
CUST519,Centro de Novaes S.A.,58.316.427/0001-83,RS,Caxias do Sul,Calçados,Pro,VendeFácil Estoque,887.27,Ativo,contato@centrodenovaess.com.br
CUST520,Atacado Ferreira Comercial,29.570.834/0001-14,SP,Santos,Calçados,Enterprise,VendeFácil Estoque,3167.4,Ativo,contato@atacadoferreira.com.br
CUST521,Mercado Oliveira Ltda,68.493.075/0001-95,GO,Goiânia,Cosméticos,Basic,VendeFácil PDV,432.39,Ativo,contato@mercadooliveira.com.br
CUST522,Casa do Garcia S.A.,20.819.653/0001-04,DF,Brasília,Pet,Pro,VendeFácil Analytics,1135.19,Ativo,contato@casadogarciasa.com.br
CUST523,Atacado da Cunha Comercial,20.417.896/0001-16,RS,Porto Alegre,Construção,Pro,VendeFácil Analytics,1346.25,Ativo,contato@atacadodacunhac.com.br
CUST524,Atacado Caldeira Ltda,98.356.470/0001-97,GO,Aparecida de Goiânia,Pet,Basic,VendeFácil PDV,402.32,Ativo,contato@atacadocaldeira.com.br
CUST525,Centro de Moraes S.A.,40.637.285/0001-90,SP,Jundiaí,Vestuário,Enterprise,VendeFácil Pay,2079.65,Ativo,contato@centrodemoraess.com.br
CUST526,Comércio de Souza Eireli,43.761.259/0001-68,SC,Chapecó,Construção,Pro,VendeFácil Estoque,775.61,Ativo,contato@comérciodesouza.com.br
CUST527,Rede Correia Eireli,47.250.198/0001-25,SC,Joinville,Supermercado,Basic,VendeFácil PDV,434.33,Inativo,contato@redecorreiaeire.com.br
CUST528,Atacado Moraes S.A.,16.032.457/0001-18,RJ,Rio de Janeiro,Eletrônicos,Basic,VendeFácil PDV,444.71,Ativo,contato@atacadomoraessa.com.br
CUST529,Mercado Castro Me,94.023.175/0001-68,PE,Olinda,Construção,Pro,VendeFácil Analytics,887.56,Ativo,contato@mercadocastrome.com.br
CUST530,Mercado Duarte Ltda,90.437.528/0001-15,SC,Blumenau,Pet,Enterprise,VendeFácil Estoque,2085.44,Inativo,contato@mercadoduartelt.com.br
CUST531,Rede Viana Me,58.314.067/0001-80,RJ,Nova Iguaçu,Conveniência,Pro,VendeFácil Estoque,963.63,Inativo,contato@redevianame.com.br
CUST532,Casa do Nogueira Me,86.127.594/0001-11,DF,Brasília,Varejo Cultural,Pro,VendeFácil Loja,928.01,Ativo,contato@casadonogueiram.com.br
CUST533,Lojas Fonseca Ltda,43.795.062/0001-40,BA,Camaçari,Pet,Enterprise,VendeFácil Estoque,3317.8,Ativo,contato@lojasfonsecaltd.com.br
CUST534,Casa do Ferreira S.A.,73.805.296/0001-91,RJ,Rio de Janeiro,Pet,Enterprise,VendeFácil Pay,2475.74,Ativo,contato@casadoferreiras.com.br
CUST535,Lojas Gomes Eireli,48.907.231/0001-00,GO,Rio Verde,Varejo Cultural,Enterprise,VendeFácil Pay,1840.34,Ativo,contato@lojasgomeseirel.com.br
CUST536,Empório Aparecida Ltda,43.590.712/0001-10,PE,Recife,Pet,Pro,VendeFácil Analytics,884.48,Ativo,contato@empórioaparecid.com.br
CUST537,Rede Nascimento Ltda,01.356.879/0001-71,DF,Taguatinga,Conveniência,Pro,VendeFácil Loja,1163.37,Ativo,contato@redenascimentol.com.br
CUST538,Lojas Costela Comercial,86.159.704/0001-27,BA,Feira de Santana,Automotivo,Pro,VendeFácil Loja,1264.6,Ativo,contato@lojascostelacom.com.br
CUST539,Casa do Silva Eireli,50.186.723/0001-03,GO,Goiânia,Supermercado,Enterprise,VendeFácil Estoque,3394.99,Ativo,contato@casadosilvaeire.com.br
CUST540,Mercado Barbosa Comercial,93.486.571/0001-69,RJ,Rio de Janeiro,Automotivo,Pro,VendeFácil Loja,968.62,Cancelado,contato@mercadobarbosac.com.br
CUST541,Casa do Dias Eireli,06.149.852/0001-21,RS,Santa Maria,Conveniência,Pro,VendeFácil Analytics,1152.46,Ativo,contato@casadodiaseirel.com.br
CUST542,Casa do Pacheco Ltda,01.549.263/0001-17,GO,Rio Verde,Farmácia,Pro,VendeFácil Analytics,1185.3,Ativo,contato@casadopachecolt.com.br
CUST543,Distribuidora Borges Comercial,47.635.089/0001-26,SP,Bauru,Pet,Basic,VendeFácil PDV,411.43,Ativo,contato@distribuidorabo.com.br
CUST544,Empório Nascimento Me,32.674.819/0001-20,GO,Anápolis,Eletrônicos,Enterprise,VendeFácil Pay,2089.59,Ativo,contato@empórionascimen.com.br
CUST545,Casa do Rocha Me,50.286.937/0001-43,MG,Montes Claros,Automotivo,Pro,VendeFácil Loja,1192.11,Ativo,contato@casadorochame.com.br
CUST546,Empório Novaes Me,14.356.297/0001-37,DF,Águas Claras,Farmácia,Basic,VendeFácil PDV,451.86,Ativo,contato@empórionovaesme.com.br
CUST547,Lojas Ramos Eireli,82.916.470/0001-64,ES,Serra,Eletrônicos,Enterprise,VendeFácil Pay,2323.45,Ativo,contato@lojasramoseirel.com.br
CUST548,Comércio de Camargo S.A.,20.754.893/0001-78,RJ,Nova Iguaçu,Calçados,Enterprise,VendeFácil Estoque,2554.74,Ativo,contato@comérciodecamar.com.br
CUST549,Empório Azevedo Ltda,41.359.728/0001-91,SP,Bauru,Vestuário,Pro,VendeFácil Analytics,1468.42,Ativo,contato@empórioazevedol.com.br
CUST550,Casa do Cardoso Eireli,31.470.826/0001-48,BA,Salvador,Conveniência,Enterprise,VendeFácil Estoque,2842.1,Ativo,contato@casadocardosoei.com.br
CUST551,Mundo da Machado Comercial,54.286.791/0001-97,ES,Vila Velha,Automotivo,Basic,VendeFácil PDV,406.07,Ativo,contato@mundodamachadoc.com.br
CUST552,Distribuidora Cavalcante Eireli,05.361.728/0001-62,PE,Jaboatão dos Guararapes,Calçados,Enterprise,VendeFácil Pay,2043.11,Ativo,contato@distribuidoraca.com.br
CUST553,Comércio de Carvalho Me,57.832.964/0001-13,ES,Serra,Eletrônicos,Pro,VendeFácil Analytics,1164.0,Ativo,contato@comérciodecarva.com.br
CUST554,Rede Caldeira Comercial,21.468.753/0001-04,BA,Vitória da Conquista,Construção,Pro,VendeFácil Analytics,1453.6,Ativo,contato@redecaldeiracom.com.br
CUST555,Comércio de Siqueira S.A.,19.064.732/0001-73,PR,Cascavel,Varejo Cultural,Enterprise,VendeFácil Estoque,3078.91,Ativo,contato@comérciodesique.com.br
CUST556,Lojas Cunha S.A.,08.476.315/0001-11,RS,Santa Maria,Calçados,Pro,VendeFácil Loja,1280.63,Inativo,contato@lojascunhasa.com.br
CUST557,Rede Gonçalves Comercial,34.298.501/0001-18,CE,Juazeiro do Norte,Calçados,Basic,VendeFácil PDV,452.16,Ativo,contato@redegonçalvesco.com.br
CUST558,Mundo da Fonseca Ltda,80.364.157/0001-35,ES,Cariacica,Conveniência,Enterprise,VendeFácil Estoque,3330.19,Ativo,contato@mundodafonsecal.com.br
CUST559,Comércio de Castro Me,29.780.135/0001-07,CE,Fortaleza,Supermercado,Pro,VendeFácil Analytics,959.0,Ativo,contato@comérciodecastr.com.br
CUST560,Atacado Azevedo S.A.,45.308.129/0001-08,RJ,Petrópolis,Conveniência,Pro,VendeFácil Loja,902.5,Ativo,contato@atacadoazevedos.com.br
CUST561,Centro de Melo S.A.,70.852.963/0001-07,CE,Fortaleza,Varejo Cultural,Pro,VendeFácil Analytics,926.86,Inativo,contato@centrodemelosa.com.br
CUST562,Atacado da Luz Ltda,98.235.674/0001-70,DF,Águas Claras,Vestuário,Enterprise,VendeFácil Pay,2898.03,Ativo,contato@atacadodaluzltd.com.br
CUST563,Mercado Rezende Me,18.439.765/0001-98,BA,Camaçari,Pet,Enterprise,VendeFácil Estoque,2400.25,Ativo,contato@mercadorezendem.com.br
CUST564,Empório Ferreira Comercial,79.041.358/0001-12,RS,Santa Maria,Automotivo,Pro,VendeFácil Estoque,1342.47,Ativo,contato@empórioferreira.com.br
CUST565,Distribuidora Barbosa S.A.,84.316.527/0001-10,CE,Caucaia,Calçados,Pro,VendeFácil Estoque,941.22,Ativo,contato@distribuidoraba.com.br
CUST566,Centro de Silva Me,13.672.085/0001-04,RJ,Nova Iguaçu,Eletrônicos,Basic,VendeFácil PDV,375.44,Ativo,contato@centrodesilvame.com.br
CUST567,Lojas Mendes Ltda,73.258.014/0001-83,RJ,Niterói,Cosméticos,Pro,VendeFácil Loja,803.95,Ativo,contato@lojasmendesltda.com.br
CUST568,Atacado Cardoso Eireli,92.854.016/0001-80,RJ,Petrópolis,Cosméticos,Basic,VendeFácil PDV,454.73,Ativo,contato@atacadocardosoe.com.br
CUST569,Lojas Cavalcante Comercial,42.697.085/0001-59,GO,Anápolis,Farmácia,Enterprise,VendeFácil Estoque,2408.57,Ativo,contato@lojascavalcante.com.br
CUST570,Comércio de Cunha S.A.,79.816.352/0001-70,SP,Ribeirão Preto,Pet,Enterprise,VendeFácil Pay,2551.85,Ativo,contato@comérciodecunha.com.br
CUST571,Rede Vargas Comercial,28.415.937/0001-47,ES,Serra,Varejo Cultural,Pro,VendeFácil Loja,1005.5,Cancelado,contato@redevargascomer.com.br
CUST572,Rede Pastor Comercial,13.689.047/0001-56,PE,Recife,Farmácia,Enterprise,VendeFácil Estoque,2453.61,Ativo,contato@redepastorcomer.com.br
CUST573,Distribuidora Moreira Eireli,86.240.137/0001-39,RS,Porto Alegre,Conveniência,Pro,VendeFácil Loja,1066.96,Ativo,contato@distribuidoramo.com.br
CUST574,Empório Peixoto Comercial,08.193.762/0001-63,PR,Cascavel,Calçados,Pro,VendeFácil Loja,817.29,Ativo,contato@empóriopeixotoc.com.br
CUST575,Empório Rezende Comercial,68.920.435/0001-98,CE,Sobral,Automotivo,Basic,VendeFácil PDV,359.29,Ativo,contato@empóriorezendec.com.br
CUST576,Comércio de Mendes S.A.,65.137.290/0001-65,SP,Campinas,Alimentação,Enterprise,VendeFácil Pay,2546.49,Ativo,contato@comérciodemende.com.br
CUST577,Mundo da Barros Ltda,48.621.097/0001-86,ES,Cariacica,Farmácia,Pro,VendeFácil Estoque,1099.54,Ativo,contato@mundodabarroslt.com.br
CUST578,Distribuidora Moreira Ltda,18.035.924/0001-99,DF,Taguatinga,Supermercado,Pro,VendeFácil Analytics,1387.65,Ativo,contato@distribuidoramo.com.br
CUST579,Atacado Fonseca Eireli,12.654.873/0001-05,RJ,Petrópolis,Eletrônicos,Basic,VendeFácil PDV,414.99,Ativo,contato@atacadofonsecae.com.br
CUST580,Distribuidora Lima Comercial,95.483.162/0001-34,BA,Camaçari,Conveniência,Pro,VendeFácil Analytics,1174.77,Ativo,contato@distribuidorali.com.br
CUST581,Empório Viana Comercial,87.294.531/0001-12,MG,Uberlândia,Calçados,Enterprise,VendeFácil Pay,1863.72,Ativo,contato@empóriovianacom.com.br
CUST582,Casa do das Neves Eireli,95.681.073/0001-00,SP,Sorocaba,Conveniência,Pro,VendeFácil Loja,1224.6,Ativo,contato@casadodasnevese.com.br
CUST583,Mundo da Viana Comercial,21.347.905/0001-02,BA,Salvador,Automotivo,Pro,VendeFácil Estoque,1096.75,Ativo,contato@mundodavianacom.com.br
CUST584,Empório Gomes Ltda,01.234.695/0001-39,PR,Londrina,Construção,Enterprise,VendeFácil Estoque,3319.16,Cancelado,contato@empóriogomesltd.com.br
CUST585,Centro de da Luz Comercial,35.140.962/0001-20,CE,Caucaia,Farmácia,Basic,VendeFácil PDV,301.01,Ativo,contato@centrodedaluzco.com.br
CUST586,Comércio de Rezende Eireli,84.061.397/0001-11,SP,Sorocaba,Vestuário,Enterprise,VendeFácil Estoque,3086.29,Ativo,contato@comércioderezen.com.br
CUST587,Comércio de Costa Ltda,84.309.512/0001-24,ES,Vila Velha,Alimentação,Pro,VendeFácil Estoque,893.51,Ativo,contato@comérciodecosta.com.br
CUST588,Centro de Cavalcante Eireli,05.389.164/0001-76,RJ,Nova Iguaçu,Cosméticos,Basic,VendeFácil PDV,470.28,Inativo,contato@centrodecavalca.com.br
CUST589,Rede Vasconcelos Eireli,65.934.102/0001-20,ES,Vitória,Construção,Enterprise,VendeFácil Estoque,2007.78,Ativo,contato@redevasconcelos.com.br
CUST590,Rede Santos Ltda,19.457.628/0001-49,SC,Blumenau,Alimentação,Enterprise,VendeFácil Estoque,2948.76,Ativo,contato@redesantosltda.com.br
CUST591,Rede da Mota S.A.,39.784.025/0001-69,RS,Pelotas,Automotivo,Pro,VendeFácil Analytics,1096.26,Ativo,contato@rededamotasa.com.br
CUST592,Comércio de Jesus Eireli,81.942.506/0001-11,GO,Anápolis,Varejo Cultural,Pro,VendeFácil Analytics,976.48,Ativo,contato@comérciodejesus.com.br
CUST593,Casa do da Cunha Eireli,84.739.615/0001-24,PR,Maringá,Alimentação,Enterprise,VendeFácil Estoque,3072.76,Inativo,contato@casadodacunhaei.com.br
CUST594,Distribuidora Vasconcelos Me,79.038.251/0001-15,SC,Blumenau,Automotivo,Enterprise,VendeFácil Pay,1952.37,Ativo,contato@distribuidorava.com.br
CUST595,Distribuidora Porto Ltda,39.582.407/0001-00,RJ,Campos dos Goytacazes,Vestuário,Pro,VendeFácil Loja,1313.48,Ativo,contato@distribuidorapo.com.br
CUST596,Mercado da Luz Comercial,34.195.208/0001-25,CE,Fortaleza,Cosméticos,Enterprise,VendeFácil Pay,2367.19,Ativo,contato@mercadodaluzcom.com.br
CUST597,Mundo da Cavalcanti S.A.,75.814.269/0001-00,PR,Cascavel,Eletrônicos,Pro,VendeFácil Analytics,1340.43,Ativo,contato@mundodacavalcan.com.br
CUST598,Empório Rodrigues Comercial,37.915.620/0001-60,GO,Anápolis,Alimentação,Pro,VendeFácil Analytics,1225.84,Ativo,contato@empóriorodrigue.com.br
CUST599,Casa do da Conceição S.A.,39.510.742/0001-00,MG,Montes Claros,Cosméticos,Enterprise,VendeFácil Estoque,2165.35,Ativo,contato@casadodaconceiç.com.br
CUST600,Casa do Ribeiro Me,70.863.241/0001-40,RJ,Campos dos Goytacazes,Cosméticos,Enterprise,VendeFácil Estoque,3295.51,Ativo,contato@casadoribeirome.com.br
CUST601,Mercado Oliveira S.A.,47.269.830/0001-82,MG,Montes Claros,Automotivo,Pro,VendeFácil Estoque,790.86,Ativo,contato@mercadooliveira.com.br
CUST602,Mercado Sá Me,92.043.578/0001-43,CE,Juazeiro do Norte,Pet,Pro,VendeFácil Analytics,1538.43,Inativo,contato@mercadosáme.com.br
CUST603,Mundo da Ferreira Eireli,62.705.431/0001-00,SP,Sorocaba,Calçados,Pro,VendeFácil Loja,1205.04,Ativo,contato@mundodaferreira.com.br
CUST604,Comércio de Sales Comercial,09.374.821/0001-62,SC,Criciúma,Conveniência,Basic,VendeFácil PDV,403.33,Ativo,contato@comérciodesales.com.br
CUST605,Mercado Pimenta Comercial,42.918.356/0001-59,BA,Vitória da Conquista,Varejo Cultural,Pro,VendeFácil Analytics,1444.49,Inativo,contato@mercadopimentac.com.br
CUST606,Comércio de Cirino S.A.,76.395.241/0001-49,RJ,Volta Redonda,Alimentação,Pro,VendeFácil Estoque,800.11,Ativo,contato@comérciodecirin.com.br
CUST607,Comércio de da Mota Eireli,72.845.109/0001-30,RJ,Niterói,Varejo Cultural,Enterprise,VendeFácil Pay,2804.22,Ativo,contato@comérciodedamot.com.br
CUST608,Lojas da Mata Eireli,38.679.142/0001-08,SC,Florianópolis,Automotivo,Enterprise,VendeFácil Estoque,2666.1,Ativo,contato@lojasdamataeire.com.br
CUST609,Centro de Cassiano Ltda,70.236.194/0001-04,MG,Montes Claros,Supermercado,Pro,VendeFácil Estoque,1122.77,Ativo,contato@centrodecassian.com.br
CUST610,Mundo da da Rosa Comercial,48.037.156/0001-73,GO,Aparecida de Goiânia,Supermercado,Pro,VendeFácil Estoque,917.87,Ativo,contato@mundodadarosaco.com.br
CUST611,Distribuidora da Cunha S.A.,71.952.648/0001-06,GO,Goiânia,Calçados,Enterprise,VendeFácil Estoque,2958.79,Ativo,contato@distribuidorada.com.br
CUST612,Lojas Novais Comercial,84.503.627/0001-55,PE,Caruaru,Automotivo,Pro,VendeFácil Estoque,892.59,Ativo,contato@lojasnovaiscome.com.br
CUST613,Empório Pereira Eireli,38.267.549/0001-10,RJ,Campos dos Goytacazes,Conveniência,Enterprise,VendeFácil Pay,2170.33,Ativo,contato@empóriopereirae.com.br
CUST614,Comércio de Moraes Comercial,79.134.265/0001-32,GO,Goiânia,Vestuário,Pro,VendeFácil Analytics,1139.1,Ativo,contato@comérciodemorae.com.br
CUST615,Rede Casa Grande Comercial,25.684.730/0001-80,CE,Sobral,Alimentação,Enterprise,VendeFácil Pay,1934.82,Ativo,contato@redecasagrandec.com.br
CUST616,Centro de Barros Ltda,25.396.847/0001-68,MG,Uberlândia,Farmácia,Pro,VendeFácil Analytics,1344.54,Inativo,contato@centrodebarrosl.com.br
CUST617,Centro de Ramos Eireli,64.792.831/0001-26,ES,Cariacica,Eletrônicos,Pro,VendeFácil Analytics,1127.78,Ativo,contato@centroderamosei.com.br
CUST618,Rede Cavalcante Ltda,20.951.783/0001-04,RS,Canoas,Pet,Pro,VendeFácil Loja,1212.33,Ativo,contato@redecavalcantel.com.br
CUST619,Distribuidora Cavalcante Me,61.803.495/0001-81,BA,Feira de Santana,Construção,Pro,VendeFácil Analytics,1424.39,Inativo,contato@distribuidoraca.com.br
CUST620,Mercado Vargas Comercial,68.102.479/0001-00,GO,Rio Verde,Construção,Pro,VendeFácil Estoque,753.56,Ativo,contato@mercadovargasco.com.br
CUST621,Empório Rezende Eireli,64.315.278/0001-30,CE,Fortaleza,Eletrônicos,Basic,VendeFácil PDV,375.01,Ativo,contato@empóriorezendee.com.br
CUST622,Centro de Cardoso Eireli,28.906.741/0001-55,SC,Florianópolis,Alimentação,Pro,VendeFácil Analytics,1338.68,Ativo,contato@centrodecardoso.com.br
CUST623,Comércio de Martins Eireli,84.715.962/0001-17,GO,Anápolis,Cosméticos,Pro,VendeFácil Loja,1494.26,Ativo,contato@comérciodemarti.com.br
CUST624,Atacado Peixoto Comercial,76.423.910/0001-49,CE,Sobral,Alimentação,Pro,VendeFácil Loja,1191.37,Ativo,contato@atacadopeixotoc.com.br
CUST625,Comércio de Macedo Eireli,45.621.703/0001-75,SC,Chapecó,Calçados,Pro,VendeFácil Estoque,1305.75,Ativo,contato@comérciodemaced.com.br
CUST626,Centro de Moreira Comercial,25.437.061/0001-41,DF,Taguatinga,Farmácia,Pro,VendeFácil Estoque,1080.42,Ativo,contato@centrodemoreira.com.br
CUST627,Distribuidora da Rosa S.A.,06.471.928/0001-30,DF,Brasília,Alimentação,Pro,VendeFácil Analytics,1573.43,Ativo,contato@distribuidorada.com.br
CUST628,Rede Jesus Ltda,86.917.340/0001-05,PE,Caruaru,Farmácia,Basic,VendeFácil PDV,352.62,Ativo,contato@redejesusltda.com.br
CUST629,Rede da Luz Ltda,16.348.257/0001-79,DF,Águas Claras,Pet,Enterprise,VendeFácil Pay,2718.65,Ativo,contato@rededaluzltda.com.br
CUST630,Centro de Souza Me,84.610.793/0001-50,RJ,Nova Iguaçu,Automotivo,Pro,VendeFácil Analytics,858.03,Inativo,contato@centrodesouzame.com.br
CUST631,Lojas Camargo Ltda,79.458.316/0001-81,RS,Porto Alegre,Cosméticos,Enterprise,VendeFácil Pay,2522.14,Ativo,contato@lojascamargoltd.com.br
CUST632,Atacado Almeida Eireli,20.817.945/0001-08,SC,Joinville,Conveniência,Basic,VendeFácil PDV,495.13,Ativo,contato@atacadoalmeidae.com.br
CUST633,Distribuidora Silva Ltda,70.381.694/0001-30,SC,Chapecó,Pet,Enterprise,VendeFácil Pay,2080.43,Ativo,contato@distribuidorasi.com.br
CUST634,Atacado Fernandes S.A.,64.723.098/0001-98,CE,Juazeiro do Norte,Calçados,Enterprise,VendeFácil Pay,3081.01,Ativo,contato@atacadofernande.com.br
CUST635,Mundo da Sá Comercial,20.463.857/0001-55,GO,Aparecida de Goiânia,Automotivo,Pro,VendeFácil Analytics,1281.18,Ativo,contato@mundodasácomerc.com.br
CUST636,Centro de Correia Me,46.075.139/0001-03,SP,Campinas,Eletrônicos,Pro,VendeFácil Loja,1037.98,Ativo,contato@centrodecorreia.com.br
CUST637,Comércio de da Cruz Me,03.759.418/0001-75,CE,Juazeiro do Norte,Calçados,Pro,VendeFácil Analytics,1574.54,Ativo,contato@comérciodedacru.com.br
CUST638,Mundo da Gomes S.A.,45.286.091/0001-01,PE,Caruaru,Cosméticos,Basic,VendeFácil PDV,396.39,Ativo,contato@mundodagomessa.com.br
CUST639,Mercado Mendes Me,43.507.168/0001-09,ES,Vila Velha,Varejo Cultural,Pro,VendeFácil Analytics,1566.58,Ativo,contato@mercadomendesme.com.br
CUST640,Distribuidora Porto Comercial,65.012.479/0001-21,RS,Pelotas,Farmácia,Pro,VendeFácil Analytics,1355.27,Ativo,contato@distribuidorapo.com.br
CUST641,Lojas Vieira S.A.,30.845.916/0001-03,RJ,Volta Redonda,Varejo Cultural,Pro,VendeFácil Loja,953.0,Ativo,contato@lojasvieirasa.com.br
CUST642,Comércio de Vargas S.A.,13.280.476/0001-75,PE,Jaboatão dos Guararapes,Vestuário,Enterprise,VendeFácil Estoque,2287.29,Ativo,contato@comérciodevarga.com.br
CUST643,Distribuidora Araújo Eireli,05.284.913/0001-09,RS,Santa Maria,Varejo Cultural,Pro,VendeFácil Estoque,1256.31,Ativo,contato@distribuidoraar.com.br
CUST644,Empório da Conceição Eireli,58.963.102/0001-92,GO,Goiânia,Eletrônicos,Basic,VendeFácil PDV,469.6,Ativo,contato@empóriodaconcei.com.br
CUST645,Atacado Garcia Eireli,52.403.987/0001-99,GO,Anápolis,Automotivo,Pro,VendeFácil Estoque,1389.86,Inativo,contato@atacadogarciaei.com.br
CUST646,Centro de Sampaio Ltda,73.249.581/0001-73,RS,Santa Maria,Alimentação,Basic,VendeFácil PDV,405.15,Ativo,contato@centrodesampaio.com.br
CUST647,Distribuidora Peixoto Comercial,82.147.395/0001-14,CE,Juazeiro do Norte,Pet,Enterprise,VendeFácil Estoque,3141.45,Ativo,contato@distribuidorape.com.br
CUST648,Rede Nogueira Ltda,57.069.432/0001-76,PE,Olinda,Calçados,Basic,VendeFácil PDV,302.36,Ativo,contato@redenogueiraltd.com.br
CUST649,Atacado Cirino Eireli,05.328.974/0001-12,SC,Blumenau,Cosméticos,Pro,VendeFácil Loja,931.01,Ativo,contato@atacadocirinoei.com.br
CUST650,Empório Moura Me,78.249.536/0001-32,GO,Anápolis,Varejo Cultural,Pro,VendeFácil Estoque,1074.2,Ativo,contato@empóriomourame.com.br
CUST651,Comércio de Duarte Ltda,19.807.563/0001-14,BA,Vitória da Conquista,Automotivo,Pro,VendeFácil Estoque,1121.42,Cancelado,contato@comérciodeduart.com.br
CUST652,Lojas Caldeira S.A.,73.104.852/0001-00,DF,Ceilândia,Vestuário,Enterprise,VendeFácil Pay,2405.11,Ativo,contato@lojascaldeirasa.com.br
CUST653,Centro de Pinto Comercial,94.021.873/0001-24,PE,Recife,Alimentação,Pro,VendeFácil Analytics,1224.7,Cancelado,contato@centrodepintoco.com.br
CUST654,Mercado Costela Eireli,71.965.023/0001-89,DF,Ceilândia,Automotivo,Pro,VendeFácil Loja,975.68,Inativo,contato@mercadocostelae.com.br
CUST655,Distribuidora Souza Eireli,65.094.278/0001-10,SP,Ribeirão Preto,Supermercado,Pro,VendeFácil Estoque,1278.98,Ativo,contato@distribuidoraso.com.br
CUST656,Atacado Barbosa Me,41.390.582/0001-47,DF,Ceilândia,Construção,Pro,VendeFácil Loja,1052.21,Ativo,contato@atacadobarbosam.com.br
CUST657,Comércio de Gomes Comercial,39.845.172/0001-00,MG,Uberaba,Farmácia,Pro,VendeFácil Loja,1407.16,Cancelado,contato@comérciodegomes.com.br
CUST658,Casa do Caldeira Ltda,95.786.304/0001-32,GO,Aparecida de Goiânia,Construção,Pro,VendeFácil Loja,1027.56,Ativo,contato@casadocaldeiral.com.br
CUST659,Empório Vieira Eireli,28.649.137/0001-90,BA,Vitória da Conquista,Automotivo,Enterprise,VendeFácil Estoque,3430.55,Inativo,contato@empóriovieiraei.com.br
CUST660,Empório Dias Me,85.937.624/0001-92,ES,Cariacica,Farmácia,Basic,VendeFácil PDV,332.4,Ativo,contato@empóriodiasme.com.br
CUST661,Empório da Costa Comercial,98.374.251/0001-30,DF,Ceilândia,Cosméticos,Enterprise,VendeFácil Estoque,2532.73,Inativo,contato@empóriodacostac.com.br
CUST662,Comércio de Machado Me,60.824.713/0001-00,CE,Sobral,Pet,Pro,VendeFácil Estoque,869.53,Ativo,contato@comérciodemacha.com.br
CUST663,Casa do Abreu Comercial,43.862.057/0001-02,DF,Brasília,Vestuário,Pro,VendeFácil Estoque,1008.08,Ativo,contato@casadoabreucome.com.br
CUST664,Atacado Moraes Comercial,82.103.976/0001-54,MG,Belo Horizonte,Pet,Enterprise,VendeFácil Pay,2870.99,Ativo,contato@atacadomoraesco.com.br
CUST665,Atacado da Luz Eireli,53.826.079/0001-70,RJ,Rio de Janeiro,Conveniência,Pro,VendeFácil Analytics,1082.03,Ativo,contato@atacadodaluzeir.com.br
CUST666,Empório Cunha Me,15.793.402/0001-68,ES,Vila Velha,Alimentação,Enterprise,VendeFácil Pay,2973.92,Ativo,contato@empóriocunhame.com.br
CUST667,Centro de Ramos S.A.,40.687.291/0001-52,PE,Caruaru,Eletrônicos,Pro,VendeFácil Loja,1183.98,Ativo,contato@centroderamossa.com.br
CUST668,Centro de Leão Comercial,13.056.879/0001-35,GO,Rio Verde,Conveniência,Enterprise,VendeFácil Estoque,2917.36,Ativo,contato@centrodeleãocom.com.br
CUST669,Atacado Moura Me,05.274.189/0001-24,PR,Maringá,Automotivo,Enterprise,VendeFácil Pay,2117.98,Ativo,contato@atacadomourame.com.br
CUST670,Lojas Rocha Me,67.183.250/0001-85,BA,Vitória da Conquista,Alimentação,Pro,VendeFácil Loja,807.39,Ativo,contato@lojasrochame.com.br
CUST671,Casa do Cardoso Me,51.749.038/0001-00,PR,Ponta Grossa,Eletrônicos,Basic,VendeFácil PDV,437.55,Ativo,contato@casadocardosome.com.br
CUST672,Empório Barros S.A.,68.975.143/0001-52,MG,Uberaba,Construção,Enterprise,VendeFácil Pay,2123.7,Ativo,contato@empóriobarrossa.com.br
CUST673,Mundo da Novais Eireli,37.654.180/0001-35,BA,Camaçari,Pet,Pro,VendeFácil Estoque,856.13,Ativo,contato@mundodanovaisei.com.br
CUST674,Rede Barbosa Me,46.579.082/0001-71,RS,Pelotas,Farmácia,Pro,VendeFácil Analytics,1318.99,Ativo,contato@redebarbosame.com.br
CUST675,Lojas Jesus Me,65.812.709/0001-37,PR,Cascavel,Construção,Pro,VendeFácil Analytics,991.0,Ativo,contato@lojasjesusme.com.br
CUST676,Comércio de Cavalcante Me,57.230.148/0001-30,SP,Jundiaí,Cosméticos,Pro,VendeFácil Analytics,1054.1,Ativo,contato@comérciodecaval.com.br
CUST677,Atacado Freitas Me,21.850.743/0001-20,MG,Juiz de Fora,Supermercado,Enterprise,VendeFácil Pay,1830.98,Cancelado,contato@atacadofreitasm.com.br
CUST678,Mercado Albuquerque Eireli,51.436.027/0001-62,RJ,Nova Iguaçu,Automotivo,Enterprise,VendeFácil Estoque,1913.13,Ativo,contato@mercadoalbuquer.com.br
CUST679,Empório Sousa Eireli,83.946.275/0001-40,RS,Pelotas,Pet,Pro,VendeFácil Loja,1350.01,Ativo,contato@empóriosousaeir.com.br
CUST680,Mercado Siqueira Me,20.645.781/0001-89,DF,Brasília,Varejo Cultural,Basic,VendeFácil PDV,468.71,Cancelado,contato@mercadosiqueira.com.br
CUST681,Atacado Cavalcante Eireli,04.365.829/0001-49,BA,Salvador,Eletrônicos,Pro,VendeFácil Analytics,986.2,Inativo,contato@atacadocavalcan.com.br
